id,created_at,original_text,clean_text,polarity
1152704758051823621,Sat Jul 20 22:20:05 +0000 2019,I'm not at Comic Con but Kat is getting me the fancy Louis Vuitton-lookin Majesty so it's ok https://t.co/a8Jx3YzVKl,I 'm Comic Con Kat getting fancy Louis Vuitton-lookin Majesty 's ok https //t.co/a8Jx3YzVKl,0.375
1152700479987523585,Sat Jul 20 22:03:05 +0000 2019,@FoldableHuman But it's impossible to find bootlegs of the definitive version because that's not a thing that exists,FoldableHuman But 's impossible find bootlegs definitive version 's thing exists,-0.6666666666666666
1152683183508295680,Sat Jul 20 20:54:21 +0000 2019,Like for real this is so rude and I'm so mad about it. Her panel was literally just Darth Maul's whole detailed his… https://t.co/6arfpolb0o,Like real rude I 'm mad Her panel literally Darth Maul 's whole detailed his… https //t.co/6arfpolb0o,-0.11875
1152675049964314625,Sat Jul 20 20:22:02 +0000 2019,@PoeHotDameron @LavaCastle I'm so mad,PoeHotDameron LavaCastle I 'm mad,-0.625
1152673979884163072,Sat Jul 20 20:17:47 +0000 2019,@LavaCastle @PoeHotDameron WHO did WHAT,LavaCastle PoeHotDameron WHO WHAT,0.0
1152667483049873408,Sat Jul 20 19:51:58 +0000 2019,T O O  R E D  M O U T H,T O O R E D M O U T H,0.0
1152664045482176517,Sat Jul 20 19:38:18 +0000 2019,Geek girls are really out there writing 2nd-person Loki fanfiction and assembling those Japanese diorama sets of mi… https://t.co/lU4mj3wH3N,Geek girls really writing 2nd-person Loki fanfiction assembling Japanese diorama sets mi… https //t.co/lU4mj3wH3N,0.1
1152662878995881984,Sat Jul 20 19:33:40 +0000 2019,And she read BOOKS https://t.co/AfQrw22PjG,And read BOOKS https //t.co/AfQrw22PjG,0.0
1152658155253321729,Sat Jul 20 19:14:54 +0000 2019,"@batshaped Mispronounced Tirek, did they not have a historian on-set",batshaped Mispronounced Tirek historian on-set,0.0
1152656187617185792,Sat Jul 20 19:07:05 +0000 2019,@hankgreen If you want to swallow them whole you first have to juggle them up and down your arms and then roll them… https://t.co/xWCOSRjtqH,hankgreen If want swallow whole first juggle arms roll them… https //t.co/xWCOSRjtqH,0.225
1152504257687384064,Sat Jul 20 09:03:22 +0000 2019,This is the most impressive thing I have ever seen https://t.co/7SJWMd9EnY,This impressive thing I ever seen https //t.co/7SJWMd9EnY,1.0
